Date,Home,Visitor,GameID,WinDiff,HomeAdv,WPctDiff,RunDiff,RADiff,RPGDiff,H2H,AVG,SLG,OBP,ISO,OPS,DER,PythagDiff,ERA,WHIP,BB9,K9,HR9,FIP,HWin
20190707,DET,BOS,20190707DETBOS,-22,-16,-0.233,-200,34,-2.08,-2,-0.044,-0.111,-0.064,-0.067,-0.155,0.019,-0.25499999999999995,1.26,-0.65,3.49,-3.6,0.82,3.01,False
20190719,DET,TOR,20190719DETTOR,-8,-6,-0.066,-83,16,-0.67,0,0.005,-0.025,-0.018,-0.03,-0.02,-0.032,-0.10499999999999998,4.89,-0.62,2.55,-2.07,1.61,3.74,False
20190720,DET,TOR,20190720DETTOR,-9,-7,-0.076,-94,27,-0.76,-1,0.011,0.014,-0.002,0.003,0.025,-0.029,-0.125,1.35,-0.98,-1.34,-0.41,1.09,1.14,False
20190721,DET,TOR,20190721DETTOR,-10,-8,-0.085,-96,29,-0.78,-2,-0.006,-0.008,-0.013,-0.002,-0.014,-0.027,-0.127,-4.11,-1.6,-5.78,3.35,1.67,-0.25,True
20190723,DET,PHI,20190723DETPHI,-23,-9,-0.218,-130,57,-1.16,0,0.0,0.016,-0.014,0.016,0.016,-0.013,-0.185,-0.28,-1.05,-2.57,-1.19,0.3,-0.26,False
20190724,DET,PHI,20190724DETPHI,-24,-10,-0.226,-131,58,-1.15,-1,-0.003,0.032,-0.012,0.035,0.029,-0.006,-0.186,2.33,-1.13,2.39,-7.51,0.34,2.69,False
20190805,DET,CHA,20190805DETCHA,-18,-8,-0.163,-70,39,-0.61,-2,-0.029,-0.024,-0.018,0.005,-0.053,0.021,-0.09700000000000003,-0.68,-0.74,-0.72,-2.95,-0.73,-0.53,False
20190806,DET,CHA,20190806DETCHA1,-19,-9,-0.171,-73,42,-0.63,-3,-0.032,-0.016,-0.032,0.016,-0.048,0.015,-0.10100000000000003,-0.79,-1.1,-2.33,-0.71,0.03,-0.71,True
20190806,DET,CHA,20190806DETCHA2,-19,-9,-0.171,-73,42,-0.63,-3,-0.035,-0.032,-0.034,0.003,-0.067,0.037,-0.10100000000000003,-15.54,-2.05,-5.59,7.84,1.74,-1.09,True
20190807,DET,CHA,20190807DETCHA,-17,-7,-0.149,-65,34,-0.54,-1,-0.019,-0.031,-0.02,-0.012,-0.05,0.011,-0.08500000000000002,-3.17,-1.17,-1.38,-1.99,-0.2,-0.45,False
20190808,DET,KCA,20190808DETKCA,-7,-2,-0.05,-91,19,-0.66,2,0.004,-0.003,-0.011,-0.007,0.001,-0.04,-0.09600000000000003,-0.04,-0.85,-1.57,1.32,0.5,-0.05,True
20190809,DET,KCA,20190809DETKCA,-6,-1,-0.041,-89,17,-0.63,3,0.005,-0.033,-0.012,-0.038,-0.028,-0.041,-0.09200000000000003,6.9,-0.84,0.49,1.68,1.5,1.89,True
20190810,DET,KCA,20190810DETKCA,-5,0,-0.032,-86,14,-0.6,4,0.003,-0.042,-0.016,-0.045,-0.039,-0.036,-0.08700000000000002,-2.23,-1.33,0.75,0.56,-1.43,-1.72,False
20190811,DET,KCA,20190811DETKCA,-6,-1,-0.041,-93,21,-0.65,3,-0.007,-0.055,-0.03,-0.048,-0.062,-0.031,-0.09799999999999998,2.14,-0.79,-0.42,-0.86,0.57,0.85,False
20190813,DET,SEA,20190813DETSEA,-13,-4,-0.101,-147,-29,-1.15,-4,0.006,-0.085,-0.024,-0.091,-0.079,-0.051,-0.10699999999999998,-2.43,-1.35,-2.46,3.23,0.55,-0.72,False
20190814,DET,SEA,20190814DETSEA,-14,-5,-0.109,-152,-24,-1.18,-5,-0.001,-0.098,-0.031,-0.097,-0.099,-0.025,-0.11199999999999999,3.24,-0.74,0.0,-0.54,0.0,0.12,True
20190815,DET,SEA,20190815DETSEA,-13,-4,-0.1,-151,-25,-1.15,-4,-0.004,-0.108,-0.041,-0.104,-0.112,-0.027,-0.10999999999999999,-3.15,-1.41,0.83,-2.45,-0.12,0.84,False
20190827,DET,CLE,20190827DETCLE,-36,-17,-0.271,-145,197,-1.05,-11,-0.012,-0.08,-0.035,-0.068,-0.092,-0.036,-0.25799999999999995,-0.82,-0.59,2.11,3.45,-1.69,-2.43,False
20190828,DET,CLE,20190828DETCLE,-37,-18,-0.276,-154,206,-1.11,-12,-0.042,-0.12,-0.072,-0.078,-0.162,-0.01,-0.26799999999999996,7.31,-0.13,0.7,-3.65,1.74,3.71,False
20190829,DET,CLE,20190829DETCLE,-38,-19,-0.281,-156,208,-1.12,-13,-0.038,-0.11,-0.069,-0.072,-0.148,-0.015,-0.26999999999999996,2.57,-0.78,-1.31,-6.23,1.33,2.94,False
20190830,DET,MIN,20190830DETMIN,-44,-25,-0.329,-321,124,-2.38,-6,-0.064,-0.218,-0.096,-0.154,-0.282,0.018,-0.307,2.31,-0.83,2.0,-5.13,0.77,2.78,False
20190831,DET,MIN,20190831DETMIN,-45,-26,-0.334,-329,132,-2.42,-7,-0.052,-0.218,-0.066,-0.166,-0.27,0.005,-0.313,-0.06,-1.13,-1.63,6.65,0.6,-1.02,True
20190901,DET,MIN,20190901DETMIN,-44,-25,-0.323,-326,129,-2.39,-6,-0.031,-0.159,-0.054,-0.128,-0.19,-0.014,-0.306,0.82,-0.6,1.84,0.3,-0.19,0.17,False
20190902,DET,MIN,20190902DETMIN,-45,-26,-0.329,-331,134,-2.41,-7,-0.047,-0.19,-0.067,-0.143,-0.237,0.015,-0.31,5.81,-0.45,0.41,-3.39,1.31,2.71,False
20190910,DET,NYA,20190910DETNYA,-52,-23,-0.352,-305,134,-2.03,1,-0.025,-0.176,-0.044,-0.151,-0.201,-0.026,-0.283,2.86,-0.65,1.99,-2.67,0.62,2.15,True
20190912,DET,NYA,20190912DETNYA1,-51,-22,-0.343,-304,133,-2.01,2,-0.046,-0.175,-0.045,-0.129,-0.221,0.014,-0.27799999999999997,-0.12,-0.9,-1.74,3.57,0.74,-0.29,False
20190912,DET,NYA,20190912DETNYA2,-51,-22,-0.343,-304,133,-2.01,2,-0.044,-0.147,-0.086,-0.103,-0.191,-0.011,-0.27799999999999997,-3.04,-1.25,1.06,0.04,-2.37,-2.94,False
20190913,DET,BAL,20190913DETBAL,-1,-2,-0.004,-99,-94,-0.66,1,-0.004,-0.066,-0.012,-0.062,-0.07,-0.017,-0.025000000000000022,-1.31,-1.1,0.01,-0.36,-0.81,-1.29,False
20190914,DET,BAL,20190914DETBAL,-2,-3,-0.011,-103,-90,-0.68,0,-0.001,-0.06,-0.016,-0.059,-0.061,-0.035,-0.029000000000000026,0.57,-0.89,0.47,1.25,0.3,0.36,True
20190915,DET,BAL,20190915DETBAL,-1,-2,-0.005,-99,-94,-0.65,1,-0.009,-0.076,-0.035,-0.067,-0.085,-0.031,-0.02400000000000002,4.49,-0.67,0.81,-2.4,0.09,0.61,False
20190916,DET,BAL,20190916DETBAL,-2,-3,-0.012,-105,-88,-0.68,0,-0.007,-0.057,-0.01,-0.05,-0.064,-0.021,-0.02999999999999997,2.51,-0.68,-1.13,-0.71,0.78,0.8,True
20190920,DET,CHA,20190920DETCHA,-22,-8,-0.145,-107,61,-0.71,-2,-0.023,-0.058,-0.028,-0.035,-0.081,0.028,-0.10399999999999998,0.41,-1.08,-1.79,-4.04,-0.42,-0.27,False
20190921,DET,CHA,20190921DETCHA,-23,-9,-0.15,-116,70,-0.75,-3,-0.042,-0.082,-0.034,-0.04,-0.124,0.036,-0.11399999999999999,0.12,-0.99,-1.01,0.66,0.35,-0.13,False
20190922,DET,CHA,20190922DETCHA,-24,-10,-0.156,-118,72,-0.77,-4,-0.042,-0.1,-0.032,-0.058,-0.142,0.027,-0.11599999999999999,-0.58,-1.06,-1.33,2.34,0.91,0.37,True
20190924,DET,MIN,20190924DETMIN,-51,-27,-0.325,-358,141,-2.27,-8,-0.036,-0.14,-0.042,-0.104,-0.176,-0.007,-0.291,2.02,-0.54,0.94,-1.0,0.06,0.62,False
20190925,DET,MIN,20190925DETMIN,-52,-28,-0.329,-360,143,-2.27,-9,-0.034,-0.177,-0.035,-0.143,-0.211,0.001,-0.293,4.58,-1.02,0.65,1.44,1.89,2.39,False
20190926,DET,MIN,20190926DETMIN,-53,-29,-0.334,-364,147,-2.28,-10,0.027,0.02,0.003,-0.007,0.047,-0.062,-0.295,3.02,-0.47,-1.25,3.64,-1.97,-4.25,False
20190406,HOU,OAK,20190406HOUOAK,-3,1,-0.17,-25,-11,-1.66,1,0.007,0.106,0.023,0.099,0.113,0.0,-0.22199999999999998,0,0,0,0,0,0,True
20190407,HOU,OAK,20190407HOUOAK,-2,2,-0.056,-19,-17,-0.91,2,0.072,0.233,0.025,0.161,0.305,-0.035,-0.02200000000000002,0,0,0,0,0,0,True
20190408,HOU,NYA,20190408HOUNYA,0,0,-0.056,-16,1,-2.14,0,-0.021,-0.296,-0.057,-0.275,-0.317,-0.078,-0.18399999999999994,0,0,0,0,0,0,True
20190409,HOU,NYA,20190409HOUNYA,1,1,0.045,-15,0,-1.84,1,0.008,-0.192,-0.01,-0.2,-0.184,-0.092,-0.14900000000000002,0,0,0,0,0,0,True
20190410,HOU,NYA,20190410HOUNYA,2,2,0.128,-12,-3,-1.42,2,0.023,-0.024,0.001,-0.047,-0.001,-0.083,-0.07499999999999996,-5.25,-1.55,1.12,-9.2,-1.69,-0.02,True
20190422,HOU,MIN,20190422HOUMIN,1,-1,-0.013,-19,-11,-1.49,0,0.0,-0.163,0.006,-0.163,-0.163,-0.054,-0.020000000000000018,9.0,0.53,1.8,5.4,1.8,5.1,False
20190423,HOU,MIN,20190423HOUMIN,0,-2,-0.059,-23,-7,-1.62,-1,-0.004,-0.158,0.01,-0.154,-0.162,-0.035,-0.05400000000000005,0.0,0.35,3.17,6.35,0.0,2.75,True
20190424,HOU,MIN,20190424HOUMIN,1,-1,-0.01,-17,-13,-1.28,0,0.071,0.029,0.078,-0.042,0.1,-0.122,-0.0030000000000000027,4.5,0.5,3.0,9.0,1.5,4.27,True
20190425,HOU,CLE,20190425HOUCLE,3,2,0.103,31,-1,1.13,0,0.079,0.222,0.049,0.143,0.301,-0.025,0.139,1.02,-0.83,-0.4,-4.13,0.34,1.11,False
20190426,HOU,CLE,20190426HOUCLE,2,1,0.058,30,0,1.05,-1,0.071,0.188,0.052,0.117,0.259,-0.031,0.129,-2.71,-1.28,-0.31,-1.27,-0.35,-0.51,False
20190427,HOU,CLE,20190427HOUCLE,1,0,0.017,27,3,0.89,-2,0.067,0.16,0.03,0.093,0.227,-0.032,0.09699999999999998,3.09,-0.41,1.25,-6.07,0.04,1.63,True
20190428,HOU,CLE,20190428HOUCLE,2,1,0.055,28,2,0.89,-1,0.06,0.152,0.044,0.092,0.212,-0.032,0.10299999999999998,0.31,-0.71,1.31,-7.52,-0.23,1.44,True
20190506,HOU,KCA,20190506HOUKCA,8,6,0.245,2,-50,0.2,0,0.05,0.134,0.049,0.084,0.184,-0.01,0.15600000000000003,-1.29,-1.19,-0.64,-1.71,1.93,2.96,True
20190507,HOU,KCA,20190507HOUKCA,9,7,0.267,4,-52,0.25,1,0.077,0.177,0.085,0.1,0.254,-0.054,0.16200000000000003,3.06,0.32,3.06,11.21,2.04,4.74,False
20190508,HOU,KCA,20190508HOUKCA,8,6,0.232,-6,-42,-0.03,0,0.052,0.086,0.045,0.034,0.138,-0.025,0.10199999999999998,0.8,-0.86,-0.51,-2.25,-0.3,-0.26,True
20190509,HOU,TEX,20190509HOUTEX,5,7,0.095,-14,-42,-0.86,-2,0.053,0.14,0.064,0.087,0.193,0.031,0.08399999999999996,-0.26,-0.63,0.13,-2.83,-1.41,-1.37,True
20190510,HOU,TEX,20190510HOUTEX,6,8,0.119,-12,-44,-0.78,-1,0.062,0.167,0.05,0.105,0.229,0.011,0.09199999999999997,1.46,-0.61,-0.75,-1.78,1.52,2.11,True
20190511,HOU,TEX,20190511HOUTEX,7,9,0.143,-9,-47,-0.67,0,0.091,0.2,0.079,0.109,0.291,-0.022,0.10599999999999998,0.61,-0.04,2.66,0.96,-1.16,-1.0,True
20190512,HOU,TEX,20190512HOUTEX,8,10,0.166,-2,-54,-0.47,1,0.043,0.151,0.03,0.108,0.194,0.028,0.134,-2.45,-1.63,-4.9,-4.9,-2.45,-8.0,True
20190520,HOU,CHA,20190520HOUCHA,9,6,0.171,56,-71,1.0,0,0.022,0.114,0.044,0.092,0.136,0.017,0.26399999999999996,0.13,-0.81,0.13,0.2,-0.9,-1.19,True
20190521,HOU,CHA,20190521HOUCHA,10,7,0.189,59,-74,1.05,1,0.038,0.143,0.052,0.105,0.181,0.018,0.27399999999999997,-1.12,-1.2,-4.26,7.35,0.7,-1.95,True
20190522,HOU,CHA,20190522HOUCHA,11,8,0.205,63,-78,1.11,2,0.036,0.139,0.063,0.103,0.175,0.013,0.286,-6.56,-1.71,-1.05,6.53,-0.57,-2.71,False
20190523,HOU,CHA,20190523HOUCHA,10,7,0.181,58,-73,0.98,1,0.036,0.111,0.047,0.075,0.147,0.019,0.25900000000000006,0.53,-0.81,0.38,-1.68,1.19,2.1,False
20190524,HOU,BOS,20190524HOUBOS,6,4,0.107,5,-52,-0.01,1,0.028,0.093,0.008,0.065,0.121,-0.009,0.11599999999999999,-0.07,-0.56,0.11,-8.62,0.49,2.3,True
20190525,HOU,BOS,20190525HOUBOS,7,5,0.125,6,-53,0.02,2,0.012,0.011,-0.016,-0.001,0.023,0.006,0.119,-0.51,-0.77,0.57,1.18,-0.17,-0.05,True
20190526,HOU,BOS,20190526HOUBOS,8,6,0.141,7,-54,0.04,3,0.019,0.082,0.005,0.063,0.101,0.014,0.121,-1.09,-0.91,-0.53,-0.02,1.24,1.61,False
20190527,HOU,CHN,20190527HOUCHN,5,8,0.06,4,-31,-0.22,0,0.022,0.02,0.025,-0.002,0.042,0.003,0.07000000000000006,0.7,-0.86,-1.88,2.54,0.79,-0.04,True
20190528,HOU,CHN,20190528HOUCHN,6,9,0.078,5,-32,-0.2,1,0.033,0.037,0.023,0.004,0.07,-0.012,0.07200000000000006,2.85,-1.05,1.83,-2.7,0.92,2.53,True
20190529,HOU,CHN,20190529HOUCHN,7,10,0.095,8,-35,-0.15,2,0.019,-0.014,0.012,-0.033,0.005,-0.004,0.08000000000000007,0.33,-0.81,0.64,-2.25,0.67,1.57,False
20190607,HOU,BAL,20190607HOUBAL,25,12,0.382,78,-149,1.09,0,0.036,0.06,0.05,0.024,0.096,-0.008,0.331,-1.57,-1.25,-1.56,3.75,0.75,-0.26,True
20190608,HOU,BAL,20190608HOUBAL,26,13,0.391,79,-150,1.08,1,0.031,0.042,0.04,0.011,0.073,0.004,0.331,-2.26,-1.01,0.65,-0.37,-1.03,-0.98,False
20190609,HOU,BAL,20190609HOUBAL,25,12,0.37,76,-147,1.03,0,0.007,-0.001,0.036,-0.008,0.006,0.023,0.319,-1.1,-0.8,0.18,-0.01,-0.47,-0.81,True
20190611,HOU,MIL,20190611HOUMIL,7,8,0.096,10,-75,0.07,0,0.038,0.122,0.009,0.084,0.16,0.003,0.131,-3.25,-0.63,1.75,-3.35,-1.13,-0.07,True
20190612,HOU,MIL,20190612HOUMIL,8,9,0.109,12,-77,0.11,1,0.031,0.085,0.012,0.054,0.116,0.011,0.133,-1.67,-0.49,0.82,1.86,0.17,-0.04,False
20190614,HOU,TOR,20190614HOUTOR,21,12,0.299,91,-78,1.26,0,0.046,0.064,0.041,0.018,0.11,-0.04,0.25,-1.41,-1.43,-3.24,7.3,1.07,-1.34,True
20190615,HOU,TOR,20190615HOUTOR,22,13,0.309,104,-91,1.43,1,0.056,0.098,0.062,0.042,0.154,-0.013,0.279,2.53,0.38,2.53,6.75,0.84,3.94,True
20190616,HOU,TOR,20190616HOUTOR,23,14,0.319,109,-96,1.48,2,0.032,0.083,0.054,0.051,0.115,0.003,0.29000000000000004,-0.46,-0.79,-0.86,1.43,0.25,-0.15,False
20190625,HOU,PIT,20190625HOUPIT,14,9,0.159,66,-111,0.67,0,-0.019,0.046,0.005,0.065,0.027,0.044,0.21799999999999997,1.73,-0.75,-0.2,5.23,1.61,0.7,True
20190626,HOU,PIT,20190626HOUPIT,15,10,0.17,70,-115,0.7,1,-0.016,0.055,0.004,0.071,0.039,0.042,0.22599999999999998,2.63,0.37,2.63,7.9,0.66,3.39,False
20190627,HOU,PIT,20190627HOUPIT,14,9,0.155,58,-103,0.55,0,-0.028,-0.044,-0.019,-0.016,-0.072,0.078,0.193,0.55,-0.7,0.01,0.81,1.07,1.39,False
20190628,HOU,SEA,20190628HOUSEA,13,8,0.175,-37,-172,-0.26,5,0.019,-0.019,0.021,-0.038,0.0,-0.012,0.14899999999999997,2.83,0.39,2.83,8.34,1.27,4.07,True
20190629,HOU,SEA,20190629HOUSEA,14,9,0.184,-36,-173,-0.24,6,0.007,-0.021,-0.003,-0.028,-0.014,0.005,0.14999999999999997,-3.94,-1.54,-1.82,3.4,0.66,-0.51,True
20190630,HOU,SEA,20190630HOUSEA,15,10,0.194,-35,-174,-0.23,7,0.003,-0.07,0.01,-0.073,-0.067,0.002,0.14999999999999997,-0.71,-0.97,-2.18,5.81,-0.15,-2.14,True
20190705,HOU,ANA,20190705HOUANA,11,9,0.132,-3,-89,0.03,2,0.022,0.036,0.023,0.014,0.058,-0.012,0.09899999999999998,-2.37,-0.94,-1.89,-1.4,-0.77,-1.51,False
20190706,HOU,ANA,20190706HOUANA,10,8,0.119,-4,-88,0.01,1,0.003,-0.002,0.005,-0.005,0.001,0.002,0.09499999999999997,-2.41,-0.89,-1.21,1.05,-1.0,-2.27,True
20190707,HOU,ANA,20190707HOUANA,11,9,0.129,0,-92,0.05,2,0.029,0.052,0.031,0.023,0.081,-0.023,0.10299999999999998,1.05,-0.64,-1.4,0.7,-1.93,-3.41,True
20190719,HOU,TEX,20190719HOUTEX,11,14,0.101,2,-101,-0.09,2,0.048,0.128,0.057,0.08,0.176,0.024,0.10099999999999998,0.62,-0.82,-1.6,2.81,0.53,-0.35,True
20190720,HOU,TEX,20190720HOUTEX,12,15,0.111,3,-102,-0.08,3,0.043,0.084,0.036,0.041,0.127,0.035,0.10199999999999998,6.35,-0.63,-0.92,7.96,0.12,-2.14,True
20190721,HOU,TEX,20190721HOUTEX,13,16,0.12,8,-107,-0.02,4,0.078,0.143,0.073,0.065,0.221,0.008,0.11099999999999999,-3.12,-0.76,-0.44,-3.37,-1.38,-1.52,True
20190722,HOU,OAK,20190722HOUOAK,6,9,0.06,1,-4,0.01,6,-0.002,-0.001,0.008,0.001,-0.003,0.036,0.0050000000000000044,-0.06,-0.92,-0.57,5.41,0.45,-0.67,True
20190723,HOU,OAK,20190723HOUOAK,7,10,0.068,11,-14,0.1,7,0.016,0.019,0.025,0.003,0.035,0.03,0.02400000000000002,-3.12,-1.12,-0.31,1.74,-0.31,-1.01,False
20190724,HOU,OAK,20190724HOUOAK,6,9,0.058,10,-13,0.09,6,0.008,0.016,0.018,0.008,0.024,0.02,0.02100000000000002,0.61,-0.92,-3.01,1.01,0.76,-0.09,True
20190802,HOU,SEA,20190802HOUSEA,23,17,0.213,17,-201,0.2,8,0.052,0.05,0.056,-0.002,0.102,-0.02,0.182,-3.91,-1.37,-1.47,-0.29,-0.22,-0.91,True
20190803,HOU,SEA,20190803HOUSEA,24,18,0.22,25,-209,0.27,9,0.049,0.063,0.032,0.014,0.112,-0.009,0.192,2.88,-0.81,0.21,-0.58,0.16,0.71,True
20190804,HOU,SEA,20190804HOUSEA,25,19,0.227,34,-218,0.35,10,0.054,0.072,0.041,0.018,0.126,-0.044,0.20600000000000002,2.77,0.27,1.62,12.12,2.0,3.87,True
20190806,HOU,COL,20190806HOUCOL,21,18,0.182,0,-171,-0.04,2,-0.018,-0.003,-0.001,0.015,-0.021,0.054,0.14500000000000002,-3.83,-1.2,-0.57,-1.67,-0.81,-1.05,True
20190807,HOU,COL,20190807HOUCOL,22,19,0.189,5,-176,0.0,3,-0.001,0.018,0.008,0.019,0.017,0.037,0.15100000000000002,-3.46,-1.22,-0.36,5.62,-0.8,-2.61,True
20190819,HOU,DET,20190819HOUDET,41,24,0.321,237,-178,1.81,3,0.035,0.127,0.066,0.092,0.162,0.017,0.32,-3.55,-1.18,-0.62,0.47,-1.04,-1.79,True
20190820,HOU,DET,20190820HOUDET,42,25,0.326,238,-179,1.81,4,0.034,0.125,0.061,0.091,0.159,0.033,0.319,1.73,-0.86,1.22,-0.94,0.38,1.25,True
20190821,HOU,DET,20190821HOUDET,43,26,0.332,241,-182,1.81,5,0.03,0.149,0.073,0.119,0.179,0.015,0.322,-2.93,-1.22,-0.9,4.94,-0.1,-1.56,False
20190822,HOU,DET,20190822HOUDET,42,25,0.321,240,-181,1.79,4,0.032,0.121,0.06,0.089,0.153,0.04,0.319,-5.65,-1.55,-1.79,6.78,-0.49,-2.91,True
20190823,HOU,ANA,20190823HOUANA,19,17,0.151,43,-167,0.37,3,0.028,0.034,0.016,0.006,0.062,-0.016,0.15300000000000002,-4.58,-1.45,-2.07,-0.92,-1.99,-3.56,True
20190824,HOU,ANA,20190824HOUANA,20,18,0.158,44,-168,0.38,4,0.046,0.079,0.034,0.033,0.125,-0.022,0.15300000000000002,-0.98,-0.83,1.21,-0.33,-0.67,-0.86,True
20190825,HOU,ANA,20190825HOUANA,21,19,0.164,47,-171,0.39,5,0.022,0.054,0.017,0.032,0.076,0.006,0.15700000000000003,0.7,-0.61,1.97,-1.33,-1.54,-1.19,True
20190827,HOU,TBA,20190827HOUTBA,8,7,0.06,104,-1,0.79,-2,-0.004,0.017,0.008,0.021,0.013,0.04,0.06900000000000006,0.49,-0.83,-1.55,2.66,1.63,1.13,True
20190828,HOU,TBA,20190828HOUTBA,9,8,0.068,118,-15,0.89,-1,0.029,0.085,0.027,0.056,0.114,0.001,0.08899999999999997,-0.44,-0.37,1.57,5.53,0.27,-0.26,True
20190829,HOU,TBA,20190829HOUTBA,10,9,0.075,120,-17,0.9,0,0.012,0.05,0.015,0.038,0.062,0.025,0.09099999999999997,-1.72,-1.29,1.39,-1.1,-0.81,-0.4,False
20190905,HOU,SEA,20190905HOUSEA,31,22,0.222,94,-221,0.68,11,0.055,0.057,0.048,0.002,0.112,-0.059,0.20800000000000002,-1.93,-1.22,-0.96,0.33,0.0,-0.37,True
20190906,HOU,SEA,20190906HOUSEA,32,23,0.227,96,-223,0.68,12,0.075,0.097,0.055,0.022,0.172,-0.055,0.20700000000000002,-2.51,-1.04,-2.73,1.73,-3.38,-5.89,True
20190907,HOU,SEA,20190907HOUSEA,33,24,0.233,99,-226,0.7,13,0.055,0.064,0.042,0.009,0.119,-0.056,0.20900000000000002,-5.14,-1.64,-2.18,4.9,-0.65,-2.84,True
20190908,HOU,SEA,20190908HOUSEA,34,25,0.237,100,-227,0.7,14,0.04,0.088,0.043,0.048,0.128,-0.024,0.21000000000000002,-7.9,-1.91,-4.51,3.82,-0.41,-2.89,True
20190909,HOU,OAK,20190909HOUOAK,9,19,0.059,69,-23,0.45,5,0.026,0.051,0.038,0.025,0.077,-0.005,0.05500000000000005,-1.0,-0.85,-1.08,1.85,-0.3,-1.38,True
20190910,HOU,OAK,20190910HOUOAK,10,20,0.065,84,-38,0.54,6,0.031,0.057,0.042,0.026,0.088,-0.013,0.07300000000000006,-1.19,-1.07,0.2,-2.34,-0.26,0.04,False
20190911,HOU,OAK,20190911HOUOAK,9,19,0.058,70,-24,0.44,5,0.022,0.038,0.032,0.016,0.06,0.012,0.05500000000000005,4.68,-0.59,-0.11,3.93,1.79,1.67,False
20190912,HOU,OAK,20190912HOUOAK,8,18,0.05,68,-22,0.42,4,0.025,0.055,0.039,0.03,0.08,0.0,0.052000000000000046,-7.43,-1.55,-2.22,6.26,-0.94,-3.77,False
20190917,HOU,TEX,20190917HOUTEX,22,24,0.145,108,-188,0.71,5,0.07,0.203,0.079,0.133,0.273,0.007,0.17900000000000005,-1.43,-0.93,-0.8,0.06,0.32,0.11,True
20190918,HOU,TEX,20190918HOUTEX,23,25,0.152,111,-191,0.73,6,0.073,0.192,0.074,0.119,0.265,0.009,0.18200000000000005,1.64,-0.97,0.31,6.47,1.18,0.41,True
20190920,HOU,ANA,20190920HOUANA,31,26,0.203,133,-208,0.87,6,0.039,0.095,0.047,0.056,0.134,-0.028,0.20500000000000002,-1.0,-0.71,-0.81,-0.04,-1.36,-2.23,True
20190921,HOU,ANA,20190921HOUANA,32,27,0.207,135,-210,0.88,7,0.048,0.166,0.058,0.118,0.214,-0.028,0.20600000000000002,-0.76,-0.89,-1.39,-3.87,0.49,1.13,False
20190922,HOU,ANA,20190922HOUANA,31,26,0.2,131,-206,0.85,6,0.047,0.119,0.053,0.072,0.166,-0.024,0.199,0.29,-0.66,-1.46,6.1,-0.69,-2.78,True
20190408,KCA,SEA,20190408KCASEA,-7,-2,-0.568,-50,-14,-3.35,0,-0.065,-0.253,-0.066,-0.188,-0.318,0.009,-0.26500000000000007,5.4,0.47,3.6,14.4,0.0,1.1,False
20190409,KCA,SEA,20190409KCASEA,-8,-3,-0.611,-58,-6,-3.73,-1,-0.103,-0.326,-0.131,-0.223,-0.429,0.041,-0.346,4.63,0.46,3.08,10.8,0.77,2.84,False
20190410,KCA,SEA,20190410KCASEA,-9,-4,-0.646,-61,-3,-3.7,-2,-0.096,-0.293,-0.121,-0.197,-0.389,0.032,-0.364,-7.2,-1.6,-1.8,-7.2,0.0,-2.1,False
20190411,KCA,SEA,20190411KCASEA,-10,-5,-0.675,-62,-2,-3.5,-3,-0.096,-0.178,-0.101,-0.082,-0.274,0.074,-0.349,1.25,-0.97,3.27,-1.98,-1.2,-0.21,False
20190412,KCA,CLE,20190412KCACLE,-6,-1,-0.5,11,39,0.92,0,-0.002,0.02,-0.029,0.022,0.018,0.02,-0.23299999999999998,-0.76,-1.05,1.99,-15.44,-1.8,1.05,True
20190413,KCA,CLE,20190413KCACLE,-5,0,-0.384,18,32,1.39,1,0.009,0.03,-0.018,0.021,0.039,-0.019,-0.09700000000000003,9.0,0.57,3.6,13.5,2.7,5.2,True
20190414,KCA,CLE,20190414KCACLE,-4,1,-0.285,21,29,1.5,2,0.032,0.079,-0.004,0.047,0.111,-0.021,-0.044999999999999984,0.92,-1.51,-0.99,-0.09,1.15,1.35,True
20190426,KCA,ANA,20190426KCAANA,-2,3,-0.065,-6,3,-0.06,0,-0.033,-0.096,-0.051,-0.063,-0.129,0.017,-0.03400000000000003,-4.36,-1.26,-0.87,-11.33,-2.61,-4.65,False
20190427,KCA,ANA,20190427KCAANA,-3,2,-0.099,-10,7,-0.21,-1,-0.018,-0.1,-0.042,-0.082,-0.118,-0.024,-0.061,2.3,-0.68,-1.87,-5.0,2.35,3.54,True
20190428,KCA,ANA,20190428KCAANA,-2,3,-0.06,-5,2,-0.02,0,0.0,-0.053,-0.03,-0.053,-0.053,-0.04,-0.025000000000000022,-4.76,-1.4,-0.59,3.58,-0.92,-2.75,False
20190429,KCA,TBA,20190429KCATBA,-9,-3,-0.346,0,65,-0.16,-1,-0.018,-0.074,-0.043,-0.056,-0.092,-0.001,-0.25500000000000006,2.64,0.39,4.99,7.63,0.59,4.21,False
20190501,KCA,TBA,20190501KCATBA1,-10,-4,-0.369,-3,68,-0.27,-2,-0.036,-0.073,-0.062,-0.037,-0.109,0.035,-0.26200000000000007,-0.63,-2.49,-4.32,3.05,1.23,-0.34,True
20190501,KCA,TBA,20190501KCATBA2,-10,-4,-0.369,-3,68,-0.27,-2,0.019,0.003,-0.045,-0.016,0.022,-0.049,-0.26200000000000007,5.86,-0.36,0.0,-14.05,0.95,4.5,True
20190502,KCA,TBA,20190502KCATBA,-8,-2,-0.278,9,56,0.14,0,-0.004,-0.012,-0.021,-0.008,-0.016,0.008,-0.16599999999999998,3.76,-0.56,-0.33,-8.02,0.98,2.82,False
