Date,Home,Visitor,GameID,WinDiff,HomeAdv,WPctDiff,RunDiff,RPGDiff,H2H,AVG,SLG,OBP,ISO,OPS,ERA,WHIP,BB9,K9,HR9,FIP
20220604,COL,ATL,20220604COLATL,2,15,0.061,44,1.33,-2,0.003,-0.025,-0.005,-0.028,-0.022,0.59,-0.85,-1.8,-9.13,0.2,2.03
20220605,COL,ATL,20220605COLATL,1,14,0.03,40,1.18,-3,-0.018,-0.058,-0.016,-0.04,-0.076,-3.21,-1.01,-2.57,-1.61,0.65,0.11
20220614,COL,CLE,20220614COLCLE,-3,13,-0.052,46,1.58,0,-0.001,0.011,-0.005,0.012,0.01,-0.36,-0.51,-0.7,-6.88,0.22,1.74
20220615,COL,CLE,20220615COLCLE,-4,12,-0.077,45,1.5,-1,0.005,0.007,0.008,0.002,0.012,3.15,-0.72,-1.99,-4.09,1.35,2.03
20220616,COL,CLE,20220616COLCLE,-5,11,-0.101,43,1.41,-2,-0.006,-0.013,0.007,-0.007,-0.019,-0.96,-0.69,-1.09,-3.65,-0.69,-0.73
20220617,COL,SDN,20220617COLSDN,7,6,-0.25,105,-1.51,0,0.015,-0.011,-0.007,-0.026,0.004,2.94,-0.82,-1.6,-4.08,0.81,1.8
20220618,COL,SDN,20220618COLSDN,8,7,-0.193,111,-1.21,1,-0.015,-0.052,-0.042,-0.037,-0.067,2.75,-0.87,-0.82,-0.46,2.18,3.05
20220619,COL,SDN,20220619COLSDN,9,8,-0.142,112,-1.05,2,-0.011,-0.015,-0.045,-0.004,-0.026,3.9,0.61,1.95,3.9,0.56,3.78
20220627,COL,LAN,20220627COLLAN,6,5,-0.19,129,0.68,1,-0.013,-0.021,-0.013,-0.008,-0.034,-0.94,-0.75,-0.19,-2.01,0.03,0.16
20220628,COL,LAN,20220628COLLAN,7,6,-0.148,133,0.86,2,-0.01,0.01,-0.019,0.02,0.0,4.01,-0.6,1.06,-1.0,0.87,2.12
20220629,COL,LAN,20220629COLLAN,8,7,-0.109,136,0.94,3,-0.005,-0.007,-0.009,-0.002,-0.012,3.23,-0.6,-1.0,0.58,0.86,0.63
20220701,COL,ARI,20220701COLARI,0,18,0.055,59,1.81,-1,0.041,0.054,0.023,0.013,0.095,0.27,-0.71,-0.86,-4.21,0.13,0.93
20220702,COL,ARI,20220702COLARI,-1,17,0.033,53,1.65,-2,0.06,0.078,0.034,0.018,0.138,-0.56,-1.58,-2.63,-1.64,0.48,0.18
20220703,COL,ARI,20220703COLARI,0,18,0.053,57,1.71,-1,0.047,0.038,0.034,-0.009,0.085,-0.95,-0.62,-0.55,-2.53,-0.05,-0.1
20220711,COL,SDN,20220711COLSDN,16,12,-0.05,157,-0.82,3,-0.013,0.003,-0.034,0.016,-0.01,-4.12,-0.25,17.68,-4.85,-1.12,5.34
20220712,COL,SDN,20220712COLSDN,15,11,-0.078,156,-0.8,2,-0.042,-0.103,-0.043,-0.061,-0.145,2.95,-0.66,-0.4,-2.63,2.03,3.39
20220713,COL,SDN,20220713COLSDN,16,12,-0.043,158,-0.66,3,-0.035,-0.029,-0.056,0.006,-0.064,0.56,-0.67,0.26,-3.87,-0.05,0.88
20220714,COL,SDN,20220714COLSDN,17,13,-0.009,162,-0.57,4,-0.009,-0.025,-0.041,-0.016,-0.034,-2.65,-1.45,-5.04,-4.3,1.12,1.13
20220715,COL,PIT,20220715COLPIT,26,22,0.207,278,3.01,0,0.046,0.103,0.056,0.057,0.149,0.8,-0.82,-0.6,1.8,-0.71,-1.59
20220716,COL,PIT,20220716COLPIT,27,23,0.236,289,3.2,1,0.064,0.129,0.087,0.065,0.193,-5.25,-1.41,0.94,-4.09,-0.06,0.28
20220717,COL,PIT,20220717COLPIT,28,24,0.263,291,3.28,2,0.04,0.109,0.05,0.069,0.149,1.7,-1.1,-1.28,0.92,0.59,0.28
20220726,COL,CHA,20220726COLCHA,3,21,0.094,83,1.79,0,0.046,0.148,0.042,0.102,0.194,2.85,-0.61,-1.86,0.02,0.87,0.57
20220727,COL,CHA,20220727COLCHA,2,20,0.076,82,1.73,-1,0.051,0.129,0.046,0.078,0.18,-1.09,-0.8,-0.33,-5.73,-0.71,0.22
20220728,COL,LAN,20220728COLLAN,16,12,-0.121,204,0.45,2,-0.011,-0.039,-0.007,-0.028,-0.05,-2.99,-0.78,3.23,-1.74,-0.25,0.89
20220729,COL,LAN,20220729COLLAN,15,11,-0.14,191,0.08,1,-0.013,-0.022,-0.01,-0.009,-0.035,0.55,-0.66,0.14,-3.21,0.08,0.76
20220730,COL,LAN,20220730COLLAN,14,10,-0.159,190,0.07,0,0.012,-0.023,-0.002,-0.035,-0.011,2.91,-0.62,0.75,-1.41,0.47,1.47
20220731,COL,LAN,20220731COLLAN,15,11,-0.129,192,0.15,1,-0.023,-0.061,-0.023,-0.038,-0.084,2.92,-0.48,0.88,-0.7,0.81,1.35
20220809,COL,SLN,20220809COLSLN,28,23,0.052,284,0.63,0,0.011,0.035,-0.02,0.024,0.046,-2.58,-1.17,-0.68,0.68,-0.9,-1.44
20220810,COL,SLN,20220810COLSLN,29,24,0.085,295,0.77,1,0.017,0.036,-0.012,0.019,0.053,-2.01,-1.01,-1.0,-0.41,-0.62,-0.9
20220811,COL,SLN,20220811COLSLN,28,23,0.051,291,0.56,0,-0.004,-0.054,-0.025,-0.05,-0.058,0.89,-1.24,-4.04,2.53,1.69,0.18
20220812,COL,ARI,20220812COLARI,0,27,0.057,47,1.19,1,0.045,0.086,0.026,0.041,0.131,-0.1,-0.73,-1.61,-3.03,-0.15,-0.13
20220813,COL,ARI,20220813COLARI,1,28,0.069,49,1.2,2,0.04,0.055,0.019,0.015,0.095,1.76,-0.35,3.18,-3.89,0.59,2.47
20220814,COL,ARI,20220814COLARI,0,27,0.056,43,1.1,1,0.042,0.074,0.03,0.032,0.116,1.93,-0.64,-0.43,2.13,-0.08,-0.83
20220819,COL,SFN,20220819COLSFN,32,27,0.127,326,1.16,-1,0.053,0.082,0.043,0.029,0.135,-0.49,-0.74,2.51,-3.6,1.05,2.73
20220820,COL,SFN,20220820COLSFN,33,28,0.154,329,1.2,0,0.047,0.058,0.043,0.011,0.105,0.33,-0.95,0.87,-1.23,1.02,2.18
20220821,COL,SFN,20220821COLSFN,34,29,0.179,330,1.25,1,0.033,0.026,0.029,-0.007,0.059,3.66,-0.41,0.68,1.36,1.15,1.16
20220823,COL,TEX,20220823COLTEX,34,29,0.02,349,0.26,0,0.001,-0.025,0.014,-0.026,-0.024,-0.49,-1.31,0.68,0.3,0.85,1.13
20220824,COL,TEX,20220824COLTEX,35,30,0.058,350,0.24,1,-0.002,-0.027,0.013,-0.025,-0.029,-0.36,-1.06,1.63,-2.36,1.05,2.58
20220905,COL,MIL,20220905COLMIL,30,24,0.041,323,1.02,0,0.027,0.033,0.015,0.006,0.06,0.13,-1.39,-3.64,0.22,1.8,1.43
20220906,COL,MIL,20220906COLMIL,29,23,0.018,321,0.95,-1,0.031,0.023,0.01,-0.008,0.054,-2.74,-1.17,-0.97,-2.78,-0.23,-0.35
20220907,COL,MIL,20220907COLMIL,30,24,0.039,324,0.92,0,0.045,0.028,0.013,-0.017,0.073,2.0,-0.65,-0.52,-3.51,-0.45,0.09
20220909,COL,ARI,20220909COLARI,-3,28,0.008,22,0.63,0,0.027,0.051,0.007,0.024,0.078,1.51,-0.82,-0.57,0.59,0.91,0.94
20220910,COL,ARI,20220910COLARI,-2,29,0.018,25,0.67,1,0.052,0.082,0.029,0.03,0.134,2.19,-0.82,2.08,-1.14,-0.01,0.71
20220911,COL,ARI,20220911COLARI,-1,30,0.029,28,0.69,2,0.012,0.02,0.005,0.008,0.032,3.1,-0.43,1.11,-0.67,1.06,2.03
20220919,COL,SFN,20220919COLSFN,40,31,0.097,394,0.85,0,0.007,0.016,0.024,0.009,0.023,1.35,-0.38,2.14,0.08,0.02,0.5
20220920,COL,SFN,20220920COLSFN,39,30,0.069,391,0.65,-1,0.033,0.026,0.025,-0.007,0.059,4.98,-0.37,1.26,-0.91,1.05,2.34
20220921,COL,SFN,20220921COLSFN,38,29,0.045,388,0.58,-2,0.007,0.022,0.017,0.015,0.029,2.41,-0.47,1.9,-0.41,0.88,2.08
20220922,COL,SFN,20220922COLSFN,37,28,0.02,383,0.49,-3,0.0,-0.019,0.01,-0.019,-0.019,5.9,-0.3,2.92,-2.07,1.09,3.05
20220923,COL,SDN,20220923COLSDN,34,25,-0.071,338,-0.95,5,-0.009,-0.086,-0.024,-0.077,-0.095,2.14,-0.47,1.68,-1.92,-0.04,1.12
20220924,COL,SDN,20220924COLSDN,35,26,-0.047,339,-0.86,6,0.005,-0.054,-0.013,-0.059,-0.049,2.81,-0.37,0.8,-0.79,0.97,1.8
20220925,COL,SDN,20220925COLSDN,34,25,-0.066,333,-0.97,5,0.0,-0.049,-0.018,-0.049,-0.049,0.37,-0.69,0.22,-1.97,0.49,1.25
20220423,DET,COL,20220423DETCOL1,-3,3,-0.267,-23,-1.98,0,-0.072,-0.138,-0.023,-0.066,-0.21,6.84,-1.37,1.17,4.59,0.0,-0.63
20220423,DET,COL,20220423DETCOL2,-3,3,-0.267,-23,-1.98,0,-0.111,-0.203,-0.076,-0.092,-0.314,-8.31,-2.77,-8.31,-4.16,-2.08,-7.95
20220424,DET,COL,20220424DETCOL,-5,1,-0.394,-25,-1.83,-2,-0.055,-0.12,-0.019,-0.065,-0.175,4.27,-0.08,1.34,2.53,0.0,-0.12
20220513,DET,BAL,20220513DETBAL,-9,1,-0.474,-32,-1.68,0,-0.005,-0.039,-0.018,-0.034,-0.044,3.34,-0.93,1.06,0.67,1.32,1.78
20220514,DET,BAL,20220514DETBAL,-8,2,-0.4,-30,-1.5,1,-0.007,-0.04,-0.028,-0.033,-0.047,0.17,-0.73,-0.17,-3.03,0.21,0.69
20220515,DET,BAL,20220515DETBAL,-7,3,-0.333,-27,-1.28,2,0.011,-0.008,0.006,-0.019,0.003,0.96,-0.55,0.96,1.56,0.0,-0.23
20220526,DET,CLE,20220526DETCLE,-6,3,-0.25,-42,-1.75,0,-0.05,-0.139,-0.053,-0.089,-0.189,-1.27,-0.66,-3.19,-1.81,0.0,-0.66
20220528,DET,CLE,20220528DETCLE,-5,4,-0.2,-41,-1.64,1,-0.018,-0.094,-0.029,-0.076,-0.112,-1.62,-0.82,-0.27,-3.13,0.53,1.37
20220529,DET,CLE,20220529DETCLE,-6,3,-0.23,-48,-1.84,0,-0.036,-0.088,-0.043,-0.052,-0.124,10.33,-0.43,4.04,-3.16,2.92,5.97
20220530,DET,MIN,20220530DETMIN,5,4,-0.167,35,-1.6,0,-0.024,-0.035,-0.071,-0.011,-0.059,-5.91,-1.64,2.09,-4.91,-0.36,1.26
20220531,DET,MIN,20220531DETMIN1,6,5,-0.087,37,-1.54,1,-0.057,-0.07,-0.078,-0.013,-0.127,2.38,0.24,1.59,8.74,0.79,2.84
20220531,DET,MIN,20220531DETMIN2,6,5,-0.087,37,-1.54,1,-0.004,-0.039,-0.035,-0.035,-0.043,20.22,1.12,6.74,3.37,0.0,4.6
20220601,DET,MIN,20220601DETMIN,8,7,0.036,45,-0.68,3,0.028,-0.002,0.006,-0.03,0.026,1.82,-0.5,0.32,4.59,0.0,-0.91
20220602,DET,MIN,20220602DETMIN,9,8,0.086,50,-0.33,4,-0.006,0.009,-0.019,0.015,0.003,-1.12,-0.78,2.95,-8.44,-3.66,-2.42
20220610,DET,TOR,20220610DETTOR,8,7,-0.107,42,-1.61,0,-0.018,-0.027,-0.032,-0.009,-0.045,-3.6,-1.57,0.62,3.25,-0.73,-1.8
20220611,DET,TOR,20220611DETTOR,7,6,-0.159,33,-2.13,-1,0.003,-0.009,-0.009,-0.012,-0.006,3.6,-0.58,3.15,-3.3,2.7,5.69
20220612,DET,TOR,20220612DETTOR,8,7,-0.097,35,-1.83,0,-0.038,-0.065,-0.045,-0.027,-0.103,-5.99,-1.2,-1.27,-0.14,-1.5,-2.56
20220613,DET,CHA,20220613DETCHA,-5,7,-0.059,-71,-1.34,-1,0.008,-0.032,0.013,-0.04,-0.024,4.96,0.33,1.65,9.92,1.1,3.04
20220614,DET,CHA,20220614DETCHA,-6,6,-0.083,-75,-1.39,-2,0.012,-0.003,0.012,-0.015,0.009,0.56,-0.63,3.46,-6.34,-0.85,1.27
20220615,DET,CHA,20220615DETCHA,-7,5,-0.107,-79,-1.46,-3,0.028,0.028,0.022,0.0,0.056,-0.53,-0.77,-0.87,-2.09,-0.64,-0.85
20220616,DET,TEX,20220616DETTEX,10,9,-0.23,57,-2.84,0,-0.033,-0.138,-0.025,-0.105,-0.171,-7.17,-2.4,-0.78,-2.77,0.22,0.67
20220617,DET,TEX,20220617DETTEX,9,8,-0.282,55,-2.6,-1,-0.006,-0.106,-0.007,-0.1,-0.112,-2.74,-1.11,-3.76,-1.57,0.2,-1.16
20220618,DET,TEX,20220618DETTEX,8,7,-0.325,48,-2.85,-2,-0.045,-0.124,-0.055,-0.079,-0.169,1.0,-0.68,-0.96,-0.22,1.33,1.65
20220619,DET,TEX,20220619DETTEX,9,8,-0.246,55,-2.72,-1,-0.042,-0.163,-0.042,-0.121,-0.205,-3.46,-1.41,5.7,-2.73,-0.87,0.95
20220701,DET,KCA,20220701DETKCA,13,10,0.043,69,-1.61,0,0.008,-0.034,-0.015,-0.042,-0.026,-1.38,-0.59,0.0,2.42,-0.17,-0.79
20220702,DET,KCA,20220702DETKCA,12,9,-0.001,67,-1.55,-1,0.0,-0.039,-0.029,-0.039,-0.039,1.26,-0.93,-0.16,-5.05,0.16,1.3
20220703,DET,KCA,20220703DETKCA,13,10,0.032,68,-1.45,0,0.005,-0.027,-0.005,-0.032,-0.022,3.58,-0.11,2.44,-0.05,0.49,1.53
20220704,DET,CLE,20220704DETCLE1,-9,8,-0.145,-61,-0.96,1,-0.016,-0.058,-0.029,-0.042,-0.074,-3.95,-1.26,-2.37,-6.63,-1.26,-4.45
20220704,DET,CLE,20220704DETCLE2,-9,8,-0.145,-61,-0.96,1,-0.019,-0.05,-0.028,-0.031,-0.069,1.18,-1.16,-1.88,-2.41,0.58,0.73
20220705,DET,CLE,20220705DETCLE,-7,10,-0.103,-57,-0.85,3,0.002,-0.019,-0.008,-0.021,-0.017,1.44,-0.55,3.51,-1.54,-0.63,0.46
20220706,DET,CLE,20220706DETCLE,-6,11,-0.083,-50,-0.71,4,-0.006,-0.026,-0.016,-0.02,-0.032,-0.94,-0.8,-0.67,-3.63,0.67,1.55
20220723,DET,MIN,20220723DETMIN,16,11,0.002,95,-1.23,5,-0.028,-0.114,-0.046,-0.086,-0.142,2.15,-0.85,0.0,-3.07,0.61,0.95
20220724,DET,MIN,20220724DETMIN,15,10,-0.027,91,-1.35,4,-0.013,-0.067,-0.03,-0.054,-0.08,2.75,-0.34,-0.09,4.09,0.38,-0.29
20220725,DET,SDN,20220725DETSDN,12,7,-0.154,49,-3.11,0,-0.039,-0.111,-0.081,-0.072,-0.15,0.5,-0.51,1.45,-6.32,-0.64,0.96
20220726,DET,SDN,20220726DETSDN,13,8,-0.123,57,-2.89,1,-0.039,-0.12,-0.084,-0.081,-0.159,1.23,-0.84,-0.05,-4.73,1.14,2.79
20220727,DET,SDN,20220727DETSDN,12,7,-0.147,55,-2.87,0,-0.006,-0.067,-0.049,-0.061,-0.073,1.2,-0.57,0.3,2.18,-0.1,-0.67
20220804,DET,TBA,20220804DETTBA,19,14,0.058,131,-0.48,0,0.013,-0.031,-0.02,-0.044,-0.018,0.24,-0.77,0.66,-6.16,-0.65,0.65
20220805,DET,TBA,20220805DETTBA,18,13,0.027,127,-0.58,-1,-0.006,-0.06,-0.038,-0.054,-0.066,-5.79,-1.36,-1.29,-6.75,-1.29,-4.1
20220806,DET,TBA,20220806DETTBA,17,12,-0.001,125,-0.62,-2,0.025,-0.02,-0.018,-0.045,0.005,4.24,-0.2,2.56,-8.74,-0.26,2.6
20220807,DET,TBA,20220807DETTBA,18,13,0.021,133,-0.43,-1,-0.008,-0.035,-0.045,-0.027,-0.043,-2.28,-1.38,-2.7,-5.64,0.96,1.38
20220809,DET,CLE,20220809DETCLE,-11,12,-0.092,-79,-0.6,2,-0.014,-0.046,-0.027,-0.032,-0.06,-0.79,-0.71,-0.07,-3.21,-0.12,0.49
20220810,DET,CLE,20220810DETCLE,-12,11,-0.103,-82,-0.63,1,-0.016,-0.021,-0.032,-0.005,-0.037,-0.1,-0.78,1.62,-3.55,-0.5,0.38
20220811,DET,CLE,20220811DETCLE,-13,10,-0.115,-83,-0.64,0,-0.019,-0.047,-0.039,-0.028,-0.066,0.31,-0.92,1.19,-1.65,0.18,1.01
20220819,DET,ANA,20220819DETANA,1,19,-0.013,-25,-0.56,0,-0.068,-0.14,-0.094,-0.072,-0.208,-1.32,-1.17,-2.08,-2.75,0.1,0.02
20220820,DET,ANA,20220820DETANA,0,18,-0.026,-26,-0.56,-1,-0.055,-0.121,-0.084,-0.066,-0.176,0.52,-0.52,-0.96,-3.36,-0.32,-0.25
20220821,DET,ANA,20220821DETANA,1,19,-0.012,-25,-0.54,0,-0.045,-0.12,-0.071,-0.075,-0.165,0.93,-2.05,-1.7,-14.92,-2.29,-0.71
20220823,DET,SFN,20220823DETSFN,25,17,-0.004,185,-1.19,0,-0.002,-0.059,-0.023,-0.057,-0.061,0.21,-0.47,0.55,-6.25,-0.22,1.05
20220824,DET,SFN,20220824DETSFN,24,16,-0.035,183,-1.14,-1,0.008,-0.066,-0.011,-0.074,-0.058,-1.38,-0.67,0.47,-0.77,-0.61,-0.55
20220830,DET,SEA,20220830DETSEA,27,19,-0.093,210,-1.78,0,-0.008,-0.091,-0.043,-0.083,-0.099,-2.58,-0.96,-0.17,-1.59,-0.5,-0.78
20220831,DET,SEA,20220831DETSEA,26,18,-0.127,204,-2.01,-1,-0.008,-0.083,-0.038,-0.075,-0.091,0.55,-1.08,-4.03,-2.97,-0.71,-1.71
20220901,DET,SEA,20220901DETSEA,25,17,-0.158,202,-1.99,-2,-0.023,-0.105,-0.04,-0.082,-0.128,-0.22,-0.79,2.58,-0.53,-1.33,-0.93
20220902,DET,KCA,20220902DETKCA,25,17,0.008,189,-0.87,-1,0.023,-0.029,0.01,-0.052,-0.006,1.35,-1.04,-2.06,-4.25,0.3,0.49
20220903,DET,KCA,20220903DETKCA,26,18,0.03,190,-0.84,0,0.028,0.001,0.015,-0.027,0.029,-0.33,-1.11,-4.52,-2.59,-0.86,-2.17
20220904,DET,KCA,20220904DETKCA,25,17,0.003,180,-1.14,-1,0.017,-0.048,-0.001,-0.065,-0.031,3.51,0.36,1.62,7.83,1.08,3.46
20220912,DET,HOU,20220912DETHOU,23,14,-0.149,196,-1.31,0,-0.015,-0.056,-0.032,-0.041,-0.071,1.48,-0.9,-0.94,-0.27,1.42,1.49
20220913,DET,HOU,20220913DETHOU,22,13,-0.171,189,-1.44,-1,0.001,-0.036,-0.004,-0.037,-0.035,4.21,0.51,3.42,5.4,0.79,4.23
20220914,DET,HOU,20220914DETHOU,21,12,-0.19,186,-1.49,-2,-0.016,-0.045,-0.026,-0.029,-0.061,5.89,-0.43,0.93,-6.53,-0.89,0.19
20220916,DET,CHA,20220916DETCHA,-17,10,-0.157,-115,-1.04,-7,-0.035,-0.056,-0.05,-0.021,-0.091,-1.58,-1.05,-0.89,-2.03,-0.52,-0.52
20220917,DET,CHA,20220917DETCHA,-16,11,-0.145,-114,-1.02,-6,-0.034,-0.069,-0.04,-0.035,-0.103,0.07,-0.84,0.27,0.64,0.56,0.65
20220918,DET,CHA,20220918DETCHA,-17,10,-0.154,-115,-1.02,-7,-0.04,-0.06,-0.044,-0.02,-0.1,-0.2,-0.69,0.18,-2.15,-0.42,-0.17
20220927,DET,KCA,20220927DETKCA,30,16,-0.004,221,-1.05,-2,-0.006,-0.07,-0.022,-0.064,-0.076,-3.12,-1.18,0.99,0.64,-0.78,-0.9
20220928,DET,KCA,20220928DETKCA,31,17,0.013,222,-0.99,-1,0.007,-0.015,-0.018,-0.022,-0.008,-0.18,-1.18,-3.02,-1.57,0.12,-0.62
20220929,DET,KCA,20220929DETKCA,32,18,0.031,223,-0.9,0,0.0,-0.053,-0.024,-0.053,-0.053,0.72,-0.9,-1.66,0.51,-0.48,-1.3
20220930,DET,MIN,20220930DETMIN,31,17,0.013,215,-0.98,3,0.005,-0.044,-0.013,-0.049,-0.039,1.66,-0.64,-0.07,-2.99,0.42,0.82
20221001,DET,MIN,20221001DETMIN,30,16,-0.007,208,-1.09,2,-0.026,-0.055,-0.035,-0.029,-0.081,0.98,-0.61,1.98,-1.31,0.35,1.39
20221002,DET,MIN,20221002DETMIN,31,17,0.01,209,-1.03,3,-0.011,-0.06,-0.026,-0.049,-0.071,4.64,0.42,3.38,7.59,0.84,3.9
20220420,HOU,ANA,20220420HOUANA,1,0,0.125,4,0.5,2,-0.002,0.098,0.019,0.1,0.096,2.57,-2.07,-5.78,-32.12,0.0,5.21
20220505,HOU,DET,20220505HOUDET,6,5,0.386,22,1.28,0,-0.02,0.072,-0.018,0.092,0.052,-1.07,-0.96,-0.06,-3.88,1.69,3.28
20220506,HOU,DET,20220506HOUDET,7,6,0.425,23,1.27,1,-0.015,0.089,-0.002,0.104,0.074,-0.81,-0.68,-1.3,2.64,-1.88,-3.73
20220507,HOU,DET,20220507HOUDET,8,7,0.459,24,1.25,2,0.019,0.132,0.026,0.113,0.151,-0.77,-0.87,2.48,-0.19,-1.32,-0.82
20220508,HOU,DET,20220508HOUDET,9,8,0.491,25,1.24,3,0.016,0.096,0.032,0.08,0.112,3.97,-0.56,-0.79,-3.96,0.0,0.62
20220523,HOU,CLE,20220523HOUCLE,4,9,0.112,1,-0.29,0,-0.023,0.01,-0.01,0.033,-0.013,0.9,-0.71,0.34,-0.79,0.9,1.29
20220524,HOU,CLE,20220524HOUCLE,3,8,0.07,-4,-0.47,-1,-0.017,0.024,-0.004,0.041,0.007,-1.85,-0.99,1.06,3.22,-1.64,-2.79
20220525,HOU,CLE,20220525HOUCLE,4,9,0.105,0,-0.31,0,-0.005,0.026,0.003,0.031,0.021,-2.9,-0.91,-1.31,5.61,-0.2,-1.58
20220606,HOU,SEA,20220606HOUSEA,16,11,0.424,64,0.08,3,-0.009,0.044,0.006,0.053,0.035,-6.95,-1.4,-1.73,3.04,-2.28,-4.23
20220607,HOU,SEA,20220607HOUSEA,15,10,0.347,61,-0.14,2,0.011,0.058,0.023,0.047,0.069,-3.51,-1.33,-2.98,4.25,-0.41,-2.53
20220608,HOU,SEA,20220608HOUSEA,16,11,0.378,64,0.07,3,-0.005,0.036,0.009,0.041,0.031,0.29,-0.48,-0.55,0.04,0.09,-0.06
20220610,HOU,MIA,20220610HOUMIA,16,11,0.339,53,-1.23,0,0.0,0.012,0.006,0.012,0.012,3.98,-0.81,-2.87,1.31,1.42,0.81
20220611,HOU,MIA,20220611HOUMIA,15,10,0.273,50,-1.36,-1,-0.002,0.048,-0.003,0.05,0.046,3.44,0.46,3.44,7.94,0.26,2.95
20220612,HOU,MIA,20220612HOUMIA,14,9,0.213,46,-1.43,-2,0.025,0.013,0.032,-0.012,0.038,2.05,-0.5,-4.24,-3.23,1.17,0.0
20220617,HOU,CHA,20220617HOUCHA,-2,6,0.077,-54,-0.42,0,-0.025,0.016,0.0,0.041,-0.009,0.14,-0.78,0.09,-3.51,-1.39,-0.98
20220618,HOU,CHA,20220618HOUCHA,-1,7,0.1,-44,-0.14,1,-0.015,0.035,0.009,0.05,0.02,-3.93,-1.06,-0.88,3.96,-0.34,-1.65
20220619,HOU,CHA,20220619HOUCHA,-2,6,0.073,-51,-0.3,0,-0.002,0.062,0.012,0.064,0.06,0.22,-0.58,-2.2,3.75,0.56,-0.46
20220621,HOU,NYN,20220621HOUNYN,18,13,0.049,117,-0.22,0,-0.03,0.039,-0.004,0.069,0.009,-7.48,-1.16,1.93,2.01,-0.77,-1.37
20220622,HOU,NYN,20220622HOUNYN,19,14,0.115,123,0.11,1,-0.004,0.098,0.026,0.102,0.094,-0.65,-1.32,2.35,-0.4,0.2,0.86
20220630,HOU,NYA,20220630HOUNYA,16,11,-0.018,102,-0.57,0,-0.023,-0.004,-0.031,0.019,-0.027,3.19,-0.7,-0.2,1.26,0.94,0.73
20220701,HOU,ANA,20220701HOUANA,-1,15,0.134,-66,-0.22,1,-0.059,-0.064,-0.056,-0.005,-0.123,-1.7,-0.9,-0.72,5.06,-0.23,-1.46
20220702,HOU,ANA,20220702HOUANA,0,16,0.152,-59,-0.07,2,-0.052,-0.046,-0.043,0.006,-0.098,0.22,-0.94,-1.89,-3.47,1.48,2.28
20220703,HOU,ANA,20220703HOUANA,1,17,0.169,-51,0.1,3,-0.087,-0.091,-0.101,-0.004,-0.178,-1.42,-1.07,-0.67,-0.34,-1.13,-1.59
20220704,HOU,KCA,20220704HOUKCA,21,16,0.259,99,-0.29,0,0.016,0.089,0.012,0.073,0.105,-3.09,-1.18,-2.81,-1.13,-2.81,-4.75
20220705,HOU,KCA,20220705HOUKCA,22,17,0.286,100,-0.29,1,-0.005,0.06,0.0,0.065,0.055,-3.06,-1.19,1.34,2.44,0.42,0.37
20220706,HOU,KCA,20220706HOUKCA,23,18,0.31,102,-0.3,2,-0.014,0.047,-0.012,0.061,0.033,-0.73,-0.75,-0.12,8.42,0.14,-1.52
20220707,HOU,KCA,20220707HOUKCA,22,17,0.269,99,-0.4,1,0.002,0.075,0.019,0.073,0.077,-0.97,-1.15,-2.7,0.08,0.25,-0.56
20220715,HOU,OAK,20220715HOUOAK,26,19,0.196,166,0.86,0,0.039,0.11,0.06,0.071,0.149,-1.94,-1.04,0.1,0.17,0.22,0.32
20220716,HOU,OAK,20220716HOUOAK,25,18,0.154,162,0.71,-1,0.045,0.104,0.067,0.059,0.149,-8.97,-1.88,-2.79,2.95,-1.3,-4.21
20220717,HOU,OAK,20220717HOUOAK,26,19,0.186,167,0.93,0,0.026,0.094,0.056,0.068,0.12,1.66,-1.3,-1.3,2.25,0.36,-0.42
20220721,HOU,NYA,20220721HOUNYA1,22,15,0.057,127,-0.58,1,0.008,0.035,-0.011,0.027,0.043,0.12,-0.93,-0.29,5.95,-0.13,-1.33
20220721,HOU,NYA,20220721HOUNYA2,22,15,0.057,127,-0.58,1,-0.016,0.033,-0.006,0.049,0.017,4.45,0.38,3.07,9.66,1.69,4.41
20220728,HOU,SEA,20220728HOUSEA,30,23,0.293,176,0.57,2,-0.008,0.057,-0.018,0.065,0.049,-0.42,-0.93,-0.72,0.92,0.07,-0.34
20220729,HOU,SEA,20220729HOUSEA,31,24,0.317,178,0.66,3,-0.006,0.062,-0.013,0.068,0.056,-4.82,-1.39,-2.51,1.83,-2.38,-4.68
20220730,HOU,SEA,20220730HOUSEA,32,25,0.339,188,0.9,4,-0.005,0.066,-0.001,0.071,0.061,-1.5,-1.02,-0.49,5.41,-0.93,-2.51
20220731,HOU,SEA,20220731HOUSEA,31,24,0.297,187,0.83,3,0.015,0.097,0.01,0.082,0.112,0.02,-0.85,1.0,-1.96,-1.05,-0.92
20220801,HOU,BOS,20220801HOUBOS,2,20,0.153,-76,-0.17,-1,-0.027,0.044,-0.016,0.071,0.017,-0.47,-0.94,1.59,1.26,-0.27,-0.15
20220802,HOU,BOS,20220802HOUBOS,1,19,0.136,-77,-0.19,-2,-0.03,0.024,-0.014,0.054,-0.006,-3.05,-0.99,-0.02,4.4,-0.71,-1.79
20220803,HOU,BOS,20220803HOUBOS,0,18,0.119,-78,-0.2,-3,0.003,0.06,0.013,0.057,0.063,-2.04,-0.93,-1.19,-0.18,0.15,-0.25
20220809,HOU,TEX,20220809HOUTEX,32,23,0.164,189,-0.27,2,-0.011,0.014,0.002,0.025,0.003,0.07,-0.92,0.2,1.5,0.93,1.13
